Название Скважины,ГЗУ,Связь,Статус работы,Тип Скважины,"Qж (факт), т/сут","Qж (4 часа), т/сут","Рлин, атм","Тлин, °C","Работа, ч",Комментарии
1179,ГЗУ-18 птв,1783943132.033,Stop,Pcp,19.39078367877857,19.42142326051756,,,-,
1180,ГЗУ-18 птв,1783942336.095,,Pcp,62.386734107015506,62.2323318901965,,,-,
1181,ГЗУ-18 птв,1783943118.424,,Srp,10.062040962833642,9.951577839449007,,,-,
1182,ГЗУ-18 птв,1783943201.538,Running,Pcp,17.165686165861302,17.290987421954515,,,-,
1183,ГЗУ-18 птв,1783938311.573,Running,Pcp,null,null,,,-,
1185,ГЗУ-19 птв,1783592974.594,,Srp,null,null,,,-,
1186,ГЗУ-19 птв,1783942752.23,Running,Pcp,2.1651306106425365,2.1849769905538703,,,-,
1187,ГЗУ-19 птв,1783941775.158,Running,Pcp,24.959594938231852,25.796120062971895,,,-,
1188,ГЗУ-19 птв,1783942811.66,Running,Pcp,39.33815213035988,39.711069606769044,,,-,
1189,ГЗУ-19 птв,1783941530.347,Running,Pcp,41.37804225074363,41.39662792244079,,,-,
1190,ГЗУ-19 птв,1783943366.104,Running,Pcp,0,0,,,-,
1191,ГЗУ-19 птв,1783942736.402,Stop,Srp,25.03076827768057,26.86623510770422,,,-,
1192,ГЗУ-19 птв,1783940383.883,,Pcp,5.036191716621467,4.345166081839097,,,-,
1195,ГЗУ-27 п,1783942108.1,Running,Srp,11.802552269685563,12.03549096936771,,,-,
1196,ГЗУ-27 п,1783941964.197,Stop,Srp,25.991076949409837,25.986926956128045,,,-,
1201,ГЗУ-27 п,1783943440.048,Running,Pcp,1.851939739403081,1.8522081607337824,,,-,
1202,ГЗУ-27 п,1783943017.369,Running,Srp,34.42836660543926,33.94842544225158,,,-,
1206,ГЗУ-27 п,1783942431.12,Running,Srp,15.464412575979377,15.463444128534706,,,-,
1208,ГЗУ-27а п,1783943203.925,,Pcp,2.7886618347275114,2.905180183083743,,,-,
1209,ГЗУ-30а п,1783912558.192,,Srp,4.724682710016091,null,,,-,
1212,ГЗУ-11 птв,1783942828.172,Running,Pcp,27.55520120084716,29.234087634484773,,,-,
1213,ГЗУ-11 птв,1783941764.38,Running,Pcp,20.43528622773763,20.498272816236813,,,-,
1214,ГЗУ-11 птв,1780279235.342,,Srp,null,null,,,-,
1217,ГЗУ-18 птв,1783943298.97,Running,Pcp,18.628536736707662,10.736553567426036,,,-,
1219,ГЗУ-18 птв,1783943371.923,,Pcp,1.9050156402464824,1.798105749590773,,,-,
1220,ГЗУ-18 птв,1783937988.987,,Pcp,2.4877742507417806,2.380035817015911,,,-,
1222,ГЗУ-18 птв,1783943475.76,Running,Srp,11.763155076193284,11.510279502026872,,,-,
1223,ГЗУ-18 птв,1783942788.747,Running,Srp,29.147847517476706,29.01531815718687,,,-,
1224,ГЗУ-19 птв,1783942370.468,Running,Srp,28.21940218766081,28.076271254948086,,,-,
1225,ГЗУ-19 птв,1783943393.537,,Srp,19.661207754026098,19.265944888358217,,,-,
1226,ГЗУ-19 птв,1783942679.216,,Srp,49.783914543722084,49.30724826703017,,,-,
1228,ГЗУ-19 птв,1783942448.645,,Srp,28.689411293311746,28.573687365648503,,,-,
1229,ГЗУ-19 птв,1783942021.236,Running,Srp,5.929806923119024,5.686383162379231,,,-,
1233,ГЗУ-27 п,1783943330.635,Running,Srp,15.363164612572946,15.347607263225317,,,-,
1235,ГЗУ-27 п,1783942646.979,,Srp,52.258056025006404,52.189429880665834,,,-,
1236,ГЗУ-27 п,1783942828.66,,Pcp,0.8361768781931193,0.8464319903792917,,,-,
1250,ГЗУ-30а п,1783915737.177,,Srp,10.913672980392864,null,,,-,
1251,ГЗУ-30а п,1783942993.372,,Srp,15.449397812019672,null,,,-,
1252,ГЗУ-33а п,1783942830.82,Running,Srp,22.057976345576492,21.881201096823673,,,-,
1253,ГЗУ-33а п,1783943054.098,Stop,Pcp,16.081103725825525,15.666352015121337,,,-,
1255,ГЗУ-9 птв,1783943326.837,Running,Srp,26.42006690755185,26.616610457858915,,,-,
1256,ГЗУ-9 птв,1782296419.139,Stop,Srp,null,null,,,-,
1258,ГЗУ-9 птв,1783553044.916,Running,Srp,null,null,,,-,
1259,ГЗУ-11 птв,1783940687.868,Stop,Srp,18.79277863651088,18.76506457543197,,,-,
1260,ГЗУ-11 птв,1783943064.564,Running,Pcp,20.269020408808615,19.89764825580397,,,-,
1261,ГЗУ-11 птв,1783943408.629,Running,Srp,21.192058957410413,21.145237182384708,,,-,
1262,ГЗУ-11 птв,1783916047.447,,Pcp,22.830635011502874,null,,,-,
1264,ГЗУ-11 птв,1783943053.219,Running,Srp,37.4186841502793,37.30420598300593,,,-,
1265,ГЗУ-11 птв,1783942875.559,Running,Pcp,0,0,,,-,
1267,ГЗУ-17 птв,1783940666.862,Running,Srp,32.28120064197721,32.406740979406145,,,-,
1268,ГЗУ-17 птв,1783943021.528,,Pcp,61.37321129803402,60.35137502101461,,,-,
1269,ГЗУ-17 птв,1783936807.722,Stop,Pcp,77.56254510642609,77.42049067326552,,,-,
1271,ГЗУ-18 птв,1783943066.037,Running,Pcp,38.47415142062213,38.257174710620006,,,-,
1272,ГЗУ-18 птв,1783942380.034,Running,Srp,24.83834430059704,24.885576156104623,,,-,
1273,ГЗУ-18 птв,1783943507.297,,Pcp,11.425248125813338,11.512349524933438,,,-,
1275,ГЗУ-19 птв,1783942380.019,Running,Pcp,16.17915379609849,16.184987948628628,,,-,
1276,ГЗУ-19 птв,1783940876.204,Running,Pcp,55.91282836873822,55.11404410667218,,,-,
1277,ГЗУ-25 птв,1783942781.132,Running,Pcp,33.290486294482434,32.846685545018325,,,-,
1278,ГЗУ-25 птв,1783942377.192,Running,Pcp,5.631251048157431,5.679478191980477,,,-,
1279,ГЗУ-25 птв,1783942621.518,Running,Pcp,27.72396406763423,27.127475656906597,,,-,
1280,ГЗУ-25 птв,1783943450.135,Running,Srp,77.55581704661871,75.43787287190408,,,-,
1281,ГЗУ-25 птв,1783941871.727,Running,Pcp,25.586021858600773,25.653914398579147,,,-,
1285,ГЗУ-27 п,1783941838.688,,Srp,41.09215747178733,41.14868874728499,,,-,
1286,ГЗУ-27 п,1783942618.194,Running,Srp,10.65889851233149,10.827328766650757,,,-,
1288,ГЗУ-27 п,1783942772.533,Running,Pcp,10.04559587736321,9.928903009401743,,,-,
1289,ГЗУ-27 п,1783943205.114,,Pcp,0.6680764064543226,0.6594846759605644,,,-,
1290,ГЗУ-27 п,1783942534.491,Stop,Srp,25.1788880040931,25.120916929923865,,,-,
1303,ГЗУ-11 птв,1783942525.103,,Pcp,10.019148176478108,10.035384663874305,,,-,
1305,ГЗУ-11 птв,1783940582.301,,Pcp,1.2540039541798433,1.2171408936215824,,,-,
1306,ГЗУ-11 птв,1783942760.452,Running,Srp,16.82854212921072,16.61419849618952,,,-,
1307,ГЗУ-17 птв,1783943245.624,,Pcp,1.74664818264941,1.766632669599124,,,-,
1311,ГЗУ-18 птв,1783942590.703,Running,Pcp,30.12275524945123,29.581208767031466,,,-,
1312,ГЗУ-18 птв,1783941572.656,Stop,Pcp,23.013336780625504,22.63236956982077,,,-,
1315,ГЗУ-19 птв,1783769468.533,,Pcp,null,null,,,-,
1316,ГЗУ-19 птв,1783943027.992,Running,Srp,43.83447678333838,44.82112948294728,,,-,
1317,ГЗУ-19 птв,1783852080.484,Stop,Srp,null,null,,,-,
1318,ГЗУ-25 птв,1783942040.707,Running,Srp,49.68586985073772,49.57587090586096,,,-,
1321,ГЗУ-25 птв,1783943337.679,Stop,Pcp,18.638736437997974,18.74301640663179,,,-,
1322,ГЗУ-25 птв,1777887928.516,,Srp,null,null,,,-,
1324,ГЗУ-27 п,1783942974.18,Running,Srp,37.78011684092114,37.86338133458963,,,-,
1337,ГЗУ-27а п,1783942232.99,Running,Srp,6.558736577263453,7.755023406900078,,,-,
1343,ГЗУ-32а п,1783940807.257,Running,Srp,19.85764359100006,20.93877939593289,,,-,
1346,ГЗУ-9 птв,1783942549.866,Running,Pcp,null,25.835463480848556,,,-,
1354,ГЗУ-11 птв,1783943198.796,Running,Pcp,94.02136275609234,94.04322346640843,,,-,
1356,ГЗУ-11 птв,1783940201.683,,Srp,43.29190414831901,43.116211814125236,,,-,
1358,ГЗУ-17 птв,1783943363.476,Running,Pcp,0.0017473784480407965,0,,,-,
1360,ГЗУ-17 птв,1783942672.637,Running,Srp,40.96524725379387,40.61877887061299,,,-,
1364,ГЗУ-19 птв,1783942382.008,Running,Pcp,52.32390844250134,52.47089920708281,,,-,
1366,ГЗУ-19 птв,1783943458.106,Running,Srp,35.42671955375458,34.81858802779214,,,-,
1368,ГЗУ-25 птв,1783942589.618,Running,Srp,42.87407197030562,43.087925946251545,,,-,
1370,ГЗУ-25 птв,1781229627.365,,Srp,null,null,,,-,
1372,ГЗУ-25 птв,1783938334.463,Running,Srp,null,null,,,-,
1374,ГЗУ-27 п,1783942789.823,,Srp,1.472117627825763,1.466812880983218,,,-,
1375,ГЗУ-27 п,1783943470.893,,Srp,5.942472941361693,0,,,-,
1377,ГЗУ-27 п,1783942918.664,Running,Srp,17.893912586204955,17.81737930917732,,,-,
1381,ГЗУ-27 п,1783942453.613,Running,Srp,33.93885562859322,34.10856060331238,,,-,
1385,ГЗУ-27а п,1783942604.216,Running,Srp,7.589510504428304,7.511397721128315,,,-,
1386,ГЗУ-27а п,1783942549.083,Stop,Srp,15.055306409930594,15.432906051047683,,,-,
1388,ГЗУ-27 п,1783942895.034,Stop,Srp,17.198231785267787,17.216678125063236,,,-,
1401,ГЗУ-17 птв,1783943247.638,,Pcp,32.41095645373252,32.56253777154144,,,-,
1403,ГЗУ-17 птв,1783942484.602,Running,Pcp,50.6766217624534,50.20441879326892,,,-,
1405,ГЗУ-19 птв,1783943350.839,Running,Srp,21.0619767909554,21.71915247172883,,,-,
1407,ГЗУ-19 птв,1783942816.305,Running,Srp,9.613014839879408,9.659587811019112,,,-,
1409,ГЗУ-25 птв,1783940284.545,,Srp,18.09189925407713,18.392687480639957,,,-,
1411,ГЗУ-25 птв,1783942225.517,,Srp,35.39821741584663,35.529088417336474,,,-,
1413,ГЗУ-25 птв,1783942674.746,Running,Pcp,15.633039623928502,15.236116152142335,,,-,
1425,ГЗУ-33а п,1783940988.658,Running,Srp,17.975769527028316,17.51499205871018,,,-,
1426,ГЗУ-33а п,1783943391.7,Running,Pcp,38.467749088127604,37.77607449965114,,,-,
1427,ГЗУ-33а п,1780042649.172,Running,Pcp,null,null,,,-,
1428,ГЗУ-33а п,1778736825.855,Running,Pcp,null,null,,,-,
1439,ГЗУ-9 птв,1783940317.129,Running,Pcp,25.236485000151013,25.028663855225254,,,-,
1444,ГЗУ-12 птв,1783942859.172,,Pcp,12.845284935199231,0,,,-,
1445,ГЗУ-12 птв,1783476035.423,Running,Srp,null,null,,,-,
1447,ГЗУ-12 птв,1783908037.223,Stop,Pcp,0,null,,,-,
1448,ГЗУ-12 птв,1783943246.273,Running,Pcp,72.44234920147757,72.11298288616038,,,-,
1450,ГЗУ-17 птв,1783941695.899,Running,Pcp,84.65338045288085,84.06214475361996,,,-,
