Название Скважины,ГЗУ,Связь,Статус работы,Тип Скважины,"Qж (факт), т/сут","Qж (4 часа), т/сут","Рлин, атм","Тлин, °C","Работа, ч",Комментарии
1491,ГЗУ-17 птв,1783942381.092,Running,Pcp,0,0,,,-,
1493,ГЗУ-17 птв,1783942294.785,Running,Srp,27.122359526741594,26.878829763176977,,,-,
1494,ГЗУ-17 птв,1783942427.088,Running,Pcp,77.06207111457334,76.0997686511491,,,-,
1495,ГЗУ-17 птв,1783938394.177,,Pcp,null,null,,,-,
1499,ГЗУ-20 птв,1783943109.731,Running,Pcp,53.04777207465641,52.79338997893054,,,-,
1500,ГЗУ-20 птв,1783942693.616,Running,Pcp,33.038433929966374,33.03379462600868,,,-,
1501,ГЗУ-20 птв,1783942745.462,Running,Pcp,0,0,,,-,
1502,ГЗУ-25 птв,1783942431.419,Running,Srp,15.977556591235663,0,,,-,
1504,ГЗУ-25 птв,1783942206.678,Running,Pcp,29.952691003969306,29.741818837201375,,,-,
1506,ГЗУ-25 птв,1783943087.533,Running,Srp,16.561951525847416,13.702723686824964,,,-,
1529,ГЗУ-33а п,1783943285.815,Running,Pcp,24.744606351295754,24.725681667915218,,,-,
1531,ГЗУ-33а п,1783942915.558,Running,Pcp,0,0,,,-,
1533,ГЗУ-9 птв,1783913604.258,Running,Pcp,0,null,,,-,
1534,ГЗУ-9 птв,1783942537.006,Running,Pcp,35.74825109738454,35.18344367986551,,,-,
1535,ГЗУ-9 птв,1783943173.362,Running,Srp,45.11344779121754,45.081233704749565,,,-,
1537,ГЗУ-12 птв,1783943139.922,Running,Srp,44.956600993784754,44.75222058156361,,,-,
1538,ГЗУ-12 птв,1783484002.821,,Pcp,null,null,,,-,
1539,ГЗУ-12 птв,1783940746.582,Running,Pcp,29.255257583380743,29.221652869870656,,,-,
1540,ГЗУ-12 птв,1782612042.063,,Pcp,null,null,,,-,
1541,ГЗУ-12 птв,1778403884.844,,Pcp,null,null,,,-,
1543,ГЗУ-12 птв,1783943079.172,,Pcp,105.02868533309423,105.32696773636317,,,-,
1544,ГЗУ-16 птв,1783943072.043,Running,Pcp,64.14662797314682,64.15792164452601,,,-,
1545,ГЗУ-16 птв,1783943302.951,Running,Pcp,111.7300769909843,111.65912017019946,,,-,
1546,ГЗУ-16 птв,1783421567.51,Running,Pcp,null,null,,,-,
1547,ГЗУ-16 птв,1780229780.469,Running,Pcp,null,null,,,-,
1548,ГЗУ-16 птв,1783942715.856,Running,Pcp,92.9918783817112,91.8662821484656,,,-,
1549,ГЗУ-16 птв,1783943386.176,Running,Srp,58.87304091213932,59.59440682537359,,,-,
1550,ГЗУ-20 птв,1783942882.999,Running,Pcp,4.457856975719,4.357895460294327,,,-,
1551,ГЗУ-20 птв,1783942268.324,,Pcp,84.46356660455037,84.33987827734832,,,-,
1553,ГЗУ-20 птв,1783942513.36,Running,Srp,58.15319925146562,0,,,-,
1554,ГЗУ-20 птв,1783943298.791,Stop,Srp,35.92222696728891,34.87145484811417,,,-,
1555,ГЗУ-25 птв,1783942995.198,Running,Pcp,111.59183723190786,107.33078280246977,,,-,
1556,ГЗУ-25 птв,1783942468.605,Running,Pcp,90.37552011160061,90.57401661310467,,,-,
1557,ГЗУ-25 птв,1783942549.01,,Srp,8.367610050367395,8.364335723967379,,,-,
1558,ГЗУ-25 птв,1783943293.279,Running,Pcp,37.516869097206055,37.69834893809894,,,-,
1559,ГЗУ-25 птв,1783942885.337,,Srp,37.67888898668172,37.78958451263319,,,-,
1561,ГЗУ-27 п,1783938397.056,,Srp,36.33401007409118,36.37668921205202,,,-,
1563,ГЗУ-27 п,1783943081.401,,Pcp,0,0,,,-,
1564,ГЗУ-27 п,1783942435.848,Running,Srp,15.101801379992471,14.97884681910646,,,-,
1566,ГЗУ-27 п,1782698435.237,Running,Pcp,null,null,0,0,-,
1568,ГЗУ-27а п,1782296358.603,,Pcp,null,null,,,-,
1570,ГЗУ-27а п,1783942861.898,Running,Srp,26.844664575768128,26.512611231047945,,,-,
1581,ГЗУ-27а п,1783942829.223,Running,Pcp,5.270131982306667,5.140204577834988,,,-,
1583,ГЗУ-12 птв,1783207425.357,,Srp,null,null,,,-,
1585,ГЗУ-12 птв,1783942337.62,,Pcp,9.422352354915047,9.709971129523067,,,-,
1586,ГЗУ-16 птв,1783942670.559,Running,Srp,6.674178291935047,6.831531912493446,,,-,
1587,ГЗУ-16 птв,1783942524.705,Stop,Pcp,25.187289499168433,25.096471309846223,,,-,
1588,ГЗУ-16 птв,1783821631.553,,Pcp,null,null,,,-,
1589,ГЗУ-16 птв,1783936806.723,,Pcp,45.675031279369556,45.025907835040606,,,-,
1590,ГЗУ-16 птв,1783943212.053,,Srp,4.036871550287776,4.094642639097049,,,-,
1591,ГЗУ-16 птв,1783943448.213,Stop,Pcp,3.757648530228281,3.621837855118986,,,-,
1592,ГЗУ-20 птв,1783942736.971,Running,Pcp,24.64640301508279,24.575897534843218,,,-,
1594,ГЗУ-20 птв,1783940644.361,,Pcp,16.477895276645715,null,,,-,
1598,ГЗУ-25 птв,1783940671.522,Running,Srp,0,0,,,-,
1599,ГЗУ-25 птв,1783942502.433,Running,Srp,27.419069554340577,27.06419765859163,,,-,
1600,ГЗУ-25 птв,1783943377.729,Running,Pcp,23.92008939976848,23.58854335203334,,,-,
1601,ГЗУ-25 птв,1773555276.444,,Srp,null,null,,,-,
1602,ГЗУ-25 птв,1783942295.165,Running,Pcp,72.94757762505849,73.49857626655361,,,-,
1624,ГЗУ-34 п,1783943001.557,Running,Pcp,42.45388637099066,41.92019964748346,,,-,
1626,ГЗУ-34 п,1783942694.642,Running,Pcp,18.209297426506815,18.31163990550749,,,-,
1627,ГЗУ-10 птв,1783943217.453,,Srp,53.579737559342945,53.33174688871727,,,-,
1628,ГЗУ-10 птв,NaN,,Srp,null,null,,,-,
1630,ГЗУ-10 птв,1783942175.596,Running,Srp,15.112696874494441,14.70960333403055,,,-,
1631,ГЗУ-10 птв,1783943113.737,Running,Pcp,64.33015769251377,64.16257991144305,,,-,
1634,ГЗУ-12 птв,1783943250.763,Running,Pcp,46.5102190654718,46.43303645573828,,,-,
1636,ГЗУ-12 птв,1783941729.828,Running,Pcp,108.14540233451339,108.28274963710271,,,-,
1637,ГЗУ-12 птв,1783942463.885,Running,Srp,47.197542782225575,46.91793042147329,,,-,
1638,ГЗУ-12 птв,1783943224.541,Running,Pcp,31.659402698982138,31.387168105852325,,,-,
1639,ГЗУ-12 птв,1783941941.429,Stop,Pcp,64.4944862814175,63.129966553801445,,,-,
1644,ГЗУ-16 птв,1783942549.688,Running,Pcp,64.19254351623603,64.54085696784674,,,-,
1645,ГЗУ-16 птв,1780230422.47,Running,Pcp,null,null,,,-,
1646,ГЗУ-16 птв,1783942569.981,Running,Pcp,75.92288356988561,75.15683434279086,,,-,
1647,ГЗУ-20 птв,1783943253.429,,Pcp,1.7306549089580836,1.7351201852562104,,,-,
1648,ГЗУ-20 птв,1777946444.123,,Pcp,null,null,,,-,
1649,ГЗУ-20 птв,1783942146.566,Running,Pcp,79.32258593381174,79.20166163544991,,,-,
1650,ГЗУ-20 птв,1780538435.467,,Pcp,null,null,,,-,
1651,ГЗУ-20 птв,1783942097.072,Running,Pcp,0,null,,,-,
1652,ГЗУ-25 птв,1783942270.484,Running,Srp,19.12209154221365,19.02770318326018,,,-,
1654,ГЗУ-25 птв,1783942802.884,,Srp,37.573554370374225,33.0569569186106,,,-,
1656,ГЗУ-25 птв,1783943437.833,,Srp,16.69398335613938,16.930030297770493,,,-,
1657,ГЗУ-25 птв,1783938509.436,Running,Srp,26.038983803567557,null,,,-,
1661,ГЗУ-27а п,1783943434.983,Running,Pcp,23.476724462314063,23.149059131012073,,,-,
1662,ГЗУ-27а п,1783942878.932,Running,Pcp,null,10.372136300709466,0.2,34.2,-,
1665,ГЗУ-27 п,1783942277.7,,Srp,42.8324886723602,43.416941393101375,,,-,
1666,ГЗУ-27а п,1783942580.675,Running,Srp,0.3158296191720966,0.2565612397657158,,,-,
1668,ГЗУ-27а п,1783943438.395,Running,Srp,21.61536012600586,21.94606902584003,,,-,
1669,ГЗУ-34 п,1783942830.884,,Pcp,81.79987671063427,82.21973887393027,,,-,
1673,ГЗУ-34 п,1783943042.262,Stop,Pcp,21.004936115777003,0,,,-,
1681,ГЗУ-32 п,1783943491.532,Running,Srp,12.7611109680885,10.378466364188272,,,-,
1685,ГЗУ-32 п,1783942789.347,Running,Srp,46.45297714396991,46.408163893172905,,,-,
1686,ГЗУ-13 птв,1783942127.778,Running,Pcp,12.870902920166918,null,,,-,
1688,ГЗУ-13 птв,1783943381.309,,Pcp,25.65211171524056,19.23031123015595,,,-,
1689,ГЗУ-32 п,1783942589.14,,Srp,37.3695158308167,37.3062074071814,,,-,
1690,ГЗУ-16 птв,1783942500.377,Running,Pcp,14.65287622456491,13.990754636669157,,,-,
1692,ГЗУ-16 птв,1783942567.354,,Pcp,6.905458277565657,7.131211650954924,,,-,
1694,ГЗУ-16 птв,1783942156.362,,Srp,11.687880638547757,11.698630097759871,,,-,
1696,ГЗУ-20 птв,1783943317.04,Running,Pcp,33.3497109852878,33.3948896932036,,,-,
1698,ГЗУ-20 птв,1783942929.353,Running,Srp,25.653636902901983,25.90731932934363,,,-,
1704,ГЗУ-25 птв,1783943509.013,Stop,Pcp,33.469508196991676,33.28382465995018,,,-,
1706,ГЗУ-25 птв,1781834429.527,Running,Pcp,null,null,,,-,
1709,ГЗУ-1 ввг,1780229977.885,Running,Srp,null,null,,,-,
1710,ГЗУ-1 ввг,1783942234.029,Running,Srp,10.170063973337765,9.733501121794308,,,-,
1715,ГЗУ-33а п,1783940552.937,Stop,Pcp,22.45140271028894,21.660060378964292,,,-,
1716,ГЗУ-33а п,1783942551.991,Running,Pcp,14.222101108664251,14.2424281365415,,,-,
1717,ГЗУ-33а п,1783942643.929,,Srp,0.5029772131583233,0.506025312619507,,,-,
1718,ГЗУ-33а п,1783941837.545,,Pcp,28.77473984835396,28.569489726324537,,,-,
1721,ГЗУ-33а п,1783943177.161,Running,Pcp,22.729209202885485,22.523232197566788,,,-,
1723,ГЗУ-33а п,1783943427.55,Stop,Pcp,8.296497930135542,8.304058194355708,,,-,
1724,ГЗУ-33а п,1783940006.429,Stop,Pcp,10.407020396038078,10.471520612021052,,,-,
1725,ГЗУ-34 п,1783943051.892,Stop,Pcp,44.92333806046975,44.81819773866535,,,-,
1728,ГЗУ-1 ввг,1780228115.995,,Pcp,null,null,,,-,
1731,ГЗУ-1 ввг,1783942574.577,Running,Pcp,39.76670913142927,39.830496426301096,,,-,
1734,ГЗУ-1 ввг,1783942363.555,Stop,Pcp,0,0,,,-,
1745,ГЗУ-1 ввг,1783942698.473,Stop,Pcp,5.9719528127004455,6.100537942370066,,,-,
1748,ГЗУ-1 ввг,1783943029.365,Stop,Pcp,52.63685180537754,54.486322367415674,,,-,
1749,ГЗУ-1 ввг,1783943302.6,Stop,Pcp,4.472615981315,4.502360662819225,,,-,
1750,ГЗУ-1 ввг,1783942406.011,Stop,Pcp,44.38361891130359,45.43977579547653,,,-,
1757,ГЗУ-34 п,1783942585.901,Stop,Pcp,60.05217400147333,59.96353950410314,,,-,
1759,ГЗУ-34 п,1783940482.768,Running,Pcp,28.916242908712466,28.76352156910584,,,-,
1760,ГЗУ-33а п,1783941593.193,,Srp,1.0285867224812277,0.9482653555282639,,,-,
1766,ГЗУ-33а п,1783942748.601,Running,Pcp,17.880037847353556,18.14779931259405,,,-,
1768,ГЗУ-33 п,1783942696.571,Running,Pcp,8.372147208900161,8.515920477253665,2.25,35.1,-,
1788,ГЗУ-1 ввг,1783942768.256,Running,Pcp,16.612277931502707,16.107266810300807,,,-,
1791,ГЗУ-1 ввг,1783940309.579,Stop,Srp,15.805344607820961,16.35404741481865,,,-,
1799,ГЗУ-13 птв,1783942632.606,Running,Srp,32.45369717672835,32.38137326831388,,,-,
1800,ГЗУ-13 птв,1783942614.466,Running,Pcp,84.27283419733274,84.28533968821428,,,-,
1801,ГЗУ-13 птв,1783940516.728,,Pcp,101.16384519688545,101.51652776932448,,,-,
1806,ГЗУ-34 п,1783942770.031,,Pcp,41.26003495061396,41.78748160527745,,,-,
1807,ГЗУ-34 п,1783943172.61,,Pcp,64.3499651453198,64.17134574886836,,,-,
1809,ГЗУ-34 п,1783942557.629,Running,Srp,19.182772460506747,32.59015810071759,,,-,
1813,ГЗУ-33а п,1780038944.12,Running,Srp,null,null,,,-,
1817,ГЗУ-21 птв,1783939842.949,Running,Pcp,21.557546791583157,21.710440111880978,,,-,
1818,ГЗУ-21 птв,1783942937.086,,Pcp,13.760990530921761,12.275589577325412,,,-,
1819,ГЗУ-21 птв,1783943229.846,Stop,Pcp,5.599610665560529,5.49978983331061,,,-,
1821,ГЗУ-24 птв,1783943158.483,Running,Pcp,74.07704912675898,74.25631925869592,,,-,
1828,ГЗУ-27а п,1783942671.649,,Srp,9.475388279177226,9.45484232118967,,,-,
1829,ГЗУ-27а п,1783942664.345,Running,Srp,25.664938491540738,25.642667094933458,,,-,
1830,ГЗУ-27а п,1783735234.626,Running,Srp,null,null,,,-,
1831,ГЗУ-27а п,1783942770.457,,Srp,47.744005024814264,48.08352932882258,,,-,
1835,ГЗУ-27а п,1783943272.352,Running,Srp,35.158297656957906,35.131135849304115,,,-,
1836,ГЗУ-27а п,1778119243.223,,Pcp,null,null,,,-,
1837,ГЗУ-27а п,1783943383.607,Running,Pcp,5.343210544461962,5.223644410954794,,,-,
1839,ГЗУ-27а п,1783943099.058,Running,Pcp,9.189648395805692,9.150164908282532,,,-,
1851,ГЗУ-13 птв,1783940111.648,Running,Pcp,8.908320737493767,9.291521630973943,,,-,
1853,ГЗУ-13 птв,1773462544.086,,Srp,null,null,,,-,
1854,ГЗУ-16 птв,1780228985.745,Running,Pcp,null,null,,,-,
1855,ГЗУ-16 птв,1783941707.857,Running,Pcp,25.169848537588987,25.59065748986321,,,-,
1861,ГЗУ-21 птв,1783942819.897,,Srp,20.55032928078999,20.733294215809863,,,-,
1863,ГЗУ-21 птв,1783942539.535,Running,Pcp,48.15358153620003,48.578426910008886,,,-,
1864,ГЗУ-21 птв,1783943466.643,,Pcp,46.9051183842064,46.315274217683125,,,-,
1865,ГЗУ-24 птв,1783942329.55,Running,Pcp,47.741418844197455,47.47697183769096,,,-,
1866,ГЗУ-24 птв,1783943279.907,Running,Srp,16.21461431403627,16.068855209881992,,,-,
1867,ГЗУ-24 птв,1783937190.239,Running,Pcp,69.55164909179094,69.10274578675694,,,-,
1868,ГЗУ-24 птв,1783942589.834,Running,Pcp,15.965234002764944,16.039632430350306,,,-,
1875,ГЗУ-27а п,1783942430.01,Running,Pcp,4.487902623016029,4.782948103075623,,,-,
1879,ГЗУ-34 п,1783943334.353,Running,Pcp,78.64780164425889,78.46005924784862,,,-,
1900,ГЗУ-10 птв,1783942978.118,Running,Srp,54.3638192637156,54.44221581124623,,,-,
1901,ГЗУ-10 птв,1783942104.204,Running,Pcp,70.43537768235595,81.08130305643412,,,-,
1903,ГЗУ-10 птв,1778736858.106,,Pcp,null,null,,,-,
1908,ГЗУ-13 птв,1783941508.848,Running,Pcp,89.2631414423033,89.16679161373631,,,-,
1909,ГЗУ-13 птв,1783941773.003,Running,Pcp,52.59005004971397,56.778110707784045,,,-,
1910,ГЗУ-13 птв,1783941471.784,Running,Srp,42.64394758185426,42.67664706196221,,,-,
1911,ГЗУ-34 п,1783943371.155,,Pcp,30.510213778808822,30.09550294032041,,,-,
1913,ГЗУ-34 п,1783942373.566,Running,Pcp,19.40782778338552,19.37831137302136,,,-,
1914,ГЗУ-34 п,1783942659.852,Running,Srp,27.95368624128031,27.879940896641305,,,-,
1915,ГЗУ-34 п,1782612042.865,Stop,Pcp,null,null,,,-,
1921,ГЗУ-16 птв,1783942434.524,,Pcp,58.8891710487951,58.52397982023227,,,-,
1922,ГЗУ-16 птв,1783942073.331,,Pcp,32.066794583326455,32.06867777766946,,,-,
1923,ГЗУ-21 птв,1783924884.624,,Pcp,50.450511584647714,null,,,-,
1925,ГЗУ-21 птв,1783942898.677,Running,Srp,34.07937366515925,34.22935236120818,,,-,
1926,ГЗУ-21 птв,1779972075.832,,Pcp,null,null,,,-,
1927,ГЗУ-21 птв,1783942364.441,Running,Srp,17.40021178100955,17.252433202126333,,,-,
1930,ГЗУ-24 птв,1783918362.196,,Pcp,null,null,,,-,
1932,ГЗУ-24 птв,1783943070.317,,Pcp,0,0,,,-,
1934,ГЗУ-24 птв,1783943072.513,Running,Pcp,15.833599416620423,15.724775375243327,,,-,
1936,ГЗУ-27а п,1783942497.438,Running,Srp,13.991131958802619,13.909671988241652,,,-,
1937,ГЗУ-27а п,1783942735.985,Running,Srp,53.07531002528388,52.28695962617261,,,-,
1942,ГЗУ-34 п,1783943463.159,Running,Srp,48.99826300255957,48.97822753456263,,,-,
1948,ГЗУ-33а п,1778730803.274,Running,Srp,null,null,,,-,
1950,ГЗУ-33а п,1783943375.076,Running,Pcp,9.207402703849377,9.325380200250287,,,-,
1961,ГЗУ-13 птв,1783943023.225,Running,Pcp,5.350167947527694,5.350801010784428,,,-,
1962,ГЗУ-13 птв,1783942693.023,,Pcp,18.52859958099824,18.41812165326367,,,-,
1964,ГЗУ-13 птв,1783941818.175,Running,Pcp,38.731386965551174,38.854620437711425,,,-,
1965,ГЗУ-16 птв,1783942596.859,Running,Pcp,13.2094631011392,12.509652299894324,,,-,
1968,ГЗУ-16 птв,1783942761.031,,Pcp,42.36762854615486,42.3964194169375,,,-,
1969,ГЗУ-16 птв,1783593032.976,,Pcp,null,null,,,-,
1970,ГЗУ-16 птв,1783943248.148,,Srp,40.3513586482689,40.27712818424018,,,-,
1976,ГЗУ-24 птв,1783942542.787,Running,Pcp,37.27832464788943,36.99988625082562,,,-,
1977,ГЗУ-24 птв,1783940623.56,Running,Pcp,41.163572211748686,40.79136027256898,,,-,
1978,ГЗУ-24 птв,1783942412.231,,Srp,15.60176411309929,15.655781506788585,,,-,
1981,ГЗУ-24 птв,1783942741.111,Running,Srp,4.1511697329278165,4.09469351124579,,,-,
2012,ГЗУ-10 птв,1783943212.551,Running,Pcp,46.27686099817115,46.35085040130142,,,-,
2013,ГЗУ-13 птв,1783943295.581,Running,Pcp,19.38546556533094,18.98819676106235,,,-,
2014,ГЗУ-13 птв,1783943210.635,,Pcp,53.21301955140986,52.95076856031298,,,-,
2015,ГЗУ-13 птв,1783942953.817,Running,Pcp,81.50032007990336,81.08141502368191,,,-,
2017,ГЗУ-13 птв,1783936807.623,Running,Srp,2.463966802829537,0,,,-,
2020,ГЗУ-16 птв,1780228071.439,Running,Pcp,null,null,,,-,
2030,ГЗУ-24 птв,1783942490.588,,Pcp,7.973715911549147,7.943029762853847,,,-,
2031,ГЗУ-24 птв,1783943283.285,Running,Pcp,23.182057115235082,23.394867841943203,,,-,
2032,ГЗУ-24 птв,1783942595.569,Stop,Pcp,20.0313296373905,19.462235742845653,,,-,
2033,ГЗУ-24 птв,1783943084.116,Running,Pcp,43.91241794056734,43.79453859139724,,,-,
2034,ГЗУ-24 птв,1783735235.722,Running,Pcp,null,null,,,-,
2036,ГЗУ-27а п,1783908036.325,Running,Pcp,0.0030838515481559857,null,,,-,
2037,ГЗУ-27а п,1783943151.967,Stop,Pcp,72.44700964965372,72.34179870082707,,,-,
2038,ГЗУ-27а п,1783941801.523,,Pcp,44.91947158919452,44.81855546424824,,,-,
2039,ГЗУ-27а п,1783943071.131,Stop,Srp,41.34069674972955,6.282645241899803,,,-,
2041,ГЗУ-27а п,1783943491.41,Running,Srp,45.03610292674591,45.042128215177,,,-,
2042,ГЗУ-27а п,1783943379.811,Running,Srp,34.48514617933615,34.82888122002803,,,-,
2046,ГЗУ-27а п,1783934988.234,,Pcp,null,null,,,-,
2047,ГЗУ-27 п,1783943004.755,,Srp,0.0007371833344822087,11.149650943181584,,,-,
2048,ГЗУ-30 п,1783940077.582,,Srp,5.157028242279148,null,,,-,
2050,ГЗУ-32 п,1783942538.652,,Pcp,4.2709123568890535,4.350608278172513,,,-,
2054,ГЗУ-32 п,1783942377.001,Running,Pcp,6.037062165053427,6.140477671541554,,,-,
2055,ГЗУ-32 п,1783941982.953,,Srp,46.01239119685296,46.864600029859844,,,-,
2058,ГЗУ-32 п,1783942977.138,Running,Pcp,7.764316811758121,5.216479124183044,,,-,
2059,ГЗУ-32 п,1783942766.232,Running,Pcp,0.012618343354795641,0,,,-,
2061,ГЗУ-31а п,1783942603.187,Stop,Pcp,9.71765790710446,9.774377496612296,,,-,
2062,ГЗУ-32 п,1783942474.574,Stop,Srp,15.213258009555938,15.410829117769135,,,-,
2081,ГЗУ-27 п,1783943137.439,,Pcp,5.415587928698166,5.369936716414832,,,-,
2082,ГЗУ-27 п,1783943138.153,,Pcp,0,0,,,-,
2083,ГЗУ-27а п,1783942975.478,,Pcp,48.90760894447693,48.87325119839628,,,-,
2095,ГЗУ-30а п,1773981142.02,,Srp,null,null,,,-,
2110,ГЗУ-10 птв,1783942406.64,Running,Pcp,35.644869146584334,64.99943736108833,,,-,
2113,ГЗУ-1 ввг,1782036490.356,,Pcp,null,null,,,-,
2117,ГЗУ-1 ввг,1783942387.841,,Srp,43.244829363052126,43.36113786774842,,,-,
2118,ГЗУ-1 ввг,1778736230.469,Stop,Pcp,null,null,,,-,
2119,ГЗУ-1 ввг,1783943265.787,Stop,Pcp,18.013030288783384,17.888718607432917,,,-,
2120,ГЗУ-1 ввг,1783134478.87,Stop,Pcp,null,null,,,-,
2122,ГЗУ-1 ввг,1783942949.856,Stop,Srp,32.0523862052204,32.362756115295234,,,-,
2125,ГЗУ-1 ввг,1783943247.979,Stop,Pcp,20.68065036817595,20.55360508094285,,,-,
2126,ГЗУ-1 ввг,1783943369.498,Running,Pcp,17.192662328650055,17.37904311041654,,,-,
2127,ГЗУ-1 ввг,1783942943.803,Stop,Pcp,25.928095468242258,26.07294081744838,,,-,
2131,ГЗУ-1 ввг,1783942054.471,Stop,Pcp,30.033360972638867,30.032250703848003,,,-,
2133,ГЗУ-1 ввг,1783943443.204,Running,Pcp,37.65395935920572,36.382077115393365,,,-,
2136,ГЗУ-1 ввг,1783942643.174,Stop,Pcp,50.30089628926451,49.9998426243053,,,-,
2140,ГЗУ-1 ввг,1780039596.2,Stop,Pcp,null,null,,,-,
2143,ГЗУ-1 ввг,1781316036.17,,Srp,null,null,,,-,
2144,ГЗУ-1 ввг,1778736108.967,Running,Pcp,null,null,,,-,
2145,ГЗУ-1 ввг,1783940967.626,Running,Srp,44.52982464318347,44.44076632091982,,,-,
2147,ГЗУ-1 ввг,1783942435.148,,Pcp,11.62829142853605,13.370440595896099,,,-,
2149,ГЗУ-1 ввг,1783936988.75,Stop,Pcp,13.147323494854055,13.063930875779853,,,-,
2150,ГЗУ-1 ввг,1783942383.292,Stop,Pcp,15.315374205605009,15.446655555512425,,,-,
2151,ГЗУ-1 ввг,1783940186.291,Stop,Pcp,46.957080182206234,46.91332589188912,,,-,
2154,ГЗУ-1 ввг,1783942727.773,Stop,Pcp,45.1828289261718,45.24561855680197,,,-,
2158,ГЗУ-1 ввг,1783942421.459,Running,Pcp,36.593560359466956,36.702127304901076,,,-,
2159,ГЗУ-1 ввг,1783941864.815,Stop,Srp,35.235023360345664,35.0727925997357,,,-,
2161,ГЗУ-1 ввг,1783941788.043,Stop,Pcp,50.09926997783762,50.09794059331424,,,-,
2163,ГЗУ-1 ввг,1783942961.249,,Pcp,9.822458466155355,10.001474828749059,,,-,
2165,ГЗУ-1 ввг,1783942445.307,Stop,Pcp,26.37799202523559,26.425987806826072,,,-,
2167,ГЗУ-1 ввг,1783941462.749,,Pcp,46.144131091574664,47.60150706627725,,,-,
2169,ГЗУ-1 ввг,1783943054.627,Stop,Pcp,2.8199871510819494,2.9106540274454242,,,-,
2171,ГЗУ-1 ввг,1783942345.669,Running,Srp,6.319015810310442,6.417469206274435,,,-,
2173,ГЗУ-1 ввг,1783940654.525,,Srp,12.857101411159704,12.54461974590832,,,-,
2174,ГЗУ-1 ввг,1783940093.658,Stop,Srp,13.872566486898906,13.81577821348744,,,-,
2175,ГЗУ-1 ввг,1783942974.502,,Srp,6.289683805002683,6.060691410256967,,,-,
2176,ГЗУ-1 ввг,1783941032.171,Stop,Pcp,36.475688617524426,36.61417815211351,,,-,
2178,ГЗУ-1 ввг,1783943397.377,Stop,Pcp,51.19008050302586,52.67592909443902,,,-,
2180,ГЗУ-1 ввг,1783942597.322,Running,Pcp,24.056524327169814,24.14648147673064,,,-,
2181,ГЗУ-1 ввг,1783941472.934,Stop,Srp,16.03343648902132,16.12686565781339,,,-,
2182,ГЗУ-1 ввг,1778983240.567,,Srp,null,null,,,-,
2188,ГЗУ-1 ввг,1783939755.354,Running,Srp,8.349903779946697,8.541057117626165,,,-,
2193,ГЗУ-1 ввг,1783942730.481,Stop,Pcp,12.443046510180217,11.311581255568303,,,-,
2194,ГЗУ-1 ввг,1783938220.198,Stop,Pcp,25.689875859225033,25.683564223319127,,,-,
2195,ГЗУ-1 ввг,1781523773.473,,Srp,null,null,,,-,
2196,ГЗУ-1 ввг,1783942883.558,,Srp,0,0,,,-,
2198,ГЗУ-1 ввг,1783940762.013,Stop,Srp,6.013017516692773,6.512081567365932,,,-,
2199,ГЗУ-1 ввг,1783941983.004,Stop,Pcp,12.514462682187578,12.128316395644553,,,-,
2200,ГЗУ-1 ввг,1783942372.696,Stop,Pcp,7.83079733150819,7.7368166582381015,,,-,
2202,ГЗУ-1 ввг,1783940040.731,Stop,Srp,59.42792515103927,58.65047638677361,,,-,
2205,ГЗУ-1 ввг,1783942756.537,,Srp,36.3419054588385,36.41057480712476,,,-,
2207,ГЗУ-1 ввг,1783942803.337,Stop,Srp,29.270311758643956,29.632110120479076,,,-,
2208,ГЗУ-1 ввг,1783942510.998,,Pcp,null,21.123270465429098,,,-,
2210,ГЗУ-1 ввг,1783943353.187,,Pcp,20.12960401211376,20.0505817800053,,,-,
2213,ГЗУ-1 ввг,1778736557.625,Running,Srp,null,null,,,-,
2214,ГЗУ-1 ввг,1783941808.378,Running,Srp,6.721320949440189,6.678067046096332,,,-,
2215,ГЗУ-1 ввг,1783942685.996,,Srp,42.30067071336482,42.00422428863979,,,-,
2216,ГЗУ-1 ввг,1783943249.956,,Pcp,35.52028443553894,34.76443766356512,,,-,
2218,ГЗУ-1 ввг,1783942380.077,Stop,Pcp,31.131368049206998,29.862233241961615,,,-,
2219,ГЗУ-1 ввг,1783942303.6,Stop,Pcp,42.16062246314771,42.18422028849181,,,-,
2220,ГЗУ-1 ввг,1783941885.544,,Pcp,6.057915254917482,6.038571658501977,,,-,
2221,ГЗУ-1 ввг,1783942052.401,Stop,Pcp,24.712683268432205,24.544018678673247,,,-,
2228,ГЗУ-5 ввг,1783942211.162,Stop,Pcp,11.277951082951802,12.533348456946348,,,-,
2230,ГЗУ-5 ввг,1783943382.114,Stop,Pcp,42.20035582334974,41.94634176030622,,,-,
2234,ГЗУ-5 ввг,1782041183.252,Running,Pcp,null,null,,,-,
2239,ГЗУ-5 ввг,1783942451.537,Stop,Pcp,22.627501404672476,21.85317336796799,,,-,
2243,ГЗУ-5 ввг,1783942685.595,,Pcp,10.854885126582584,10.085652191185513,,,-,
2245,ГЗУ-5 ввг,1783942440.386,Stop,Pcp,1.8402642332957813,1.8358429373930032,,,-,
2246,ГЗУ-5 ввг,1783941684.12,,Pcp,19.479669849903246,19.433248698780837,,,-,
2247,ГЗУ-5 ввг,1783942803.83,,Pcp,11.060324722652314,11.006983275711901,,,-,
2249,ГЗУ-5 ввг,1780229828.948,Running,Pcp,null,null,,,-,
